audit_id,audit_stratum,parent_asin,expected_device_type,source_domains,candidate_confidence,ambiguity_status,product_title,main_category,categories_evidence,features_evidence,description_evidence,candidate_device_terms,candidate_smart_terms,matched_fields,exclusion_reasons,audit_label,audit_device_type,audit_notes
c56645ff4c917480,eligible,B088WBG3JT,smart_plug,Electronics,high,single_device_type,"WOLF ARMOR Smart Power Strip, Suitable for Amazon Alexa, Google Home, Schedule and Timer, Control Independently or Together, 10A, No Hub Required,FCC Listed (1 Pack)",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,,,power strip,alexa|google home|smart,title,,,,
533d41a6b5750ddf,eligible,B07RL56DPD,smart_plug,Electronics,high,single_device_type,"Smart Power Strip, POWRUI WiFi Surge Protector with 4 AC Outlets and 4 USB Ports (5V/4.8A,24W), Voice Control with Alexa & Google Home, 6ft Cord, one by one Button",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"Multi-function smart power strip: 4 USB charging ports (total output DC 5V/4.8A 24W), 4 smart plug with built-in surge protector control by one to one button, the 4 AC outlets works with Alexa Google Assistant for Voice Control, Remote Control Your Home appliances from Anywhere, 4 USB ports are not just for decoration,",,outlet|plug|power strip|smart plug,alexa|app control|google home|smart|voice control|wifi,features|title,,,,
7403c8cf36b5c4bf,eligible,B074CJYPZV,smart_plug,Electronics,high,single_device_type,IMILLET WiFi Smart Power Strip Multi Outlets Compatible with Alexa IFTTT Google Assistant,All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,,,power strip,alexa|ifttt|smart|wifi,title,,,,
8018c2991412133e,eligible,B076CVX4DZ,smart_plug,Electronics,high,single_device_type,"iHome iSP100 Wifi Outdoor Smart Plug, Water Resistant Featuring Alexa, Google Assistant and Siri Voice Control OPEN BOX",Tools & Home Improvement,Electronics Security & Surveillance Home Security Systems,"Works with Alexa for voice control (Alexa device sold separately) Broadest smart home platform support, compatible with – Amazon Alexa, Google assistant, Apple home kit, IFTTT, SmartThings, Nest, wink Broadest smart home platform support, compatible with Apple home kit, Nest, smart things, wink, Amazon Alexa and Google","The home control iSP100 outdoor smart plug is made for easy control and scheduling for outdoor lighting, decorations, small appliances and more, up to 1800W. The iSP100 rugged outdoor design works with covered GFI enabled outdoor 120V power Supply. The iSP100 works with the broadest range of leading smart plug platform",plug|smart plug,alexa|ifttt|smart|smartthings|voice control|wi fi|wifi,description|features|title,,,,
4dd9834d174328ff,eligible,B07P15SJ84,smart_plug,Electronics,high,single_device_type,"LARKKEY Smart Power Strip WiFi Power Bar with 4 USB Charging Ports and Smart AC Plugs, Compatible with Alexa,Google Home , Surge Protector 2.4GHz, FCC Listed",All Electronics,,,,power strip,alexa|google home|smart|wifi,title,,,,
2ab9a91fd800bd26,eligible,B01N0X7UIX,smart_plug,Electronics,high,single_device_type,Insignia - Wi-Fi Home / Office Smart Plug - White,Industrial & Scientific,Electronics Security & Surveillance Accessories,,"Key Specs Amperage: 15 amperes GFCI Plug: No Works With: Amazon Alexa, Google Assistant Outlet Type: Single Indoor Or Outdoor Use: Indoor On/Off Switch: Yes Power Amperage: 15 amperes Voltage: 120 volts Certifications & Listings GFCI Plug: No NEMA Configuration: Not Applicable Compatibility Works With: Amazon Alexa, Go",outlet|plug|smart plug,alexa|smart|wi fi,description|title,,,,
3216cad106559034,eligible,B09Y8V9KQ5,smart_plug,Electronics,high,single_device_type,Surge Protection Smart Power Strip 10A 4 AC outlest 2 USB Charger Port Voice Control Compatible with Alexa & Google Assistant Individual Control Timer Schedule No Hub Required…,All Electronics,,,,power strip,alexa|smart|voice control,title,,,,
7432b056573f1e1b,eligible,B08P36NQTW,smart_plug,Electronics,high,single_device_type,"Jinvoo WiFi Smart Power Strip, Surge Protector, Compatible with Alexa/Google Home, 4 AC Outlets 4 USB Port 10A, App Control Appliances, Individual Control,Timing Schedule White",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"Voice control: Use with Google Home/Alexa, just send voice commands to Alexa or Google Assistant, you can use the smart switchboard to control household appliances. Without a hub, the smart power strip can be used with any 2.4G Wi-Fi router without the need for a separate hub or paid subscription service. Set timer: Ar",SM-SO301-U Wi-Fi ID listed by cETL: 5009829 Passed CSA standard certification. C22.2 No. 308 *Material: fireproof ABS material *Rated power: 1650W / USB total power: 12W / 5V 2.1A * 4 AC outlets and 4 USB super charging ports * 1650W output rating *Working current: 15A *All sockets provide multiple protections *Compact,plug|power strip|smart plug,alexa|app control|google home|smart|voice control|wi fi|wifi,description|features|title,,,,
c0d535d59c7015ba,eligible,B09YC9GTL9,smart_plug,Electronics,high,single_device_type,"Smart Power Strip, WiFi Smart Plug Surge Protector with 4 Individually Controlled Smart Outlets and 2 USB Ports Works with Alexa and Google Home, 5Feet Extension Cord, App/Remote/Voice Control, 16A",,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,⭐【4 AC outlets 2 USB ports】- Smart power strip with 4 Individually Controlled AC outlets and 2 USB ports supported for 6 appliances simultaneously(NOTE: the 4 Outlet can be controlled individual;2 USB ports are controlled as one unit). Surge protectors protect sensitive electronic equipment and electrical appliances fr,Dimensions:335 x 31 x 65 mm /pc * Weight:0.66kg/pc with package * 4 AC Outlets and 2 USB Super Charging Ports * Working current: 10A AC2200-240V 50Hz 1650W * Working current: 15A AC110-125V 60Hz 1800W * Versatile protection on all outlets * Material: anti-fire ABS Material materials * Power cord length:1.5M * Power cab,outlet|plug|power strip|smart plug,alexa|google home|smart|voice control|wi fi|wifi,description|features|title,,,,
b86176e92621f534,eligible,B0CCHTF6Y2,smart_plug,Electronics,high,single_device_type,"Smart Power Strip, UseeLink ZigBee Surge Protector,White",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"【4 in 1 power strip】: UseeLink extension cord flat plug with 4 widely AC outlet, 3 USB and 1 USB-C port desktop charging station with 5 ft power cord ETL listed power strip deliver power for up to 8 devices.",,outlet|plug|power strip,smart|zigbee,features|title,,,,
43c7e2c7e298ca9a,eligible,B07KTYJ769,smart_plug,Electronics,high,single_device_type,"Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device",Amazon Devices,,"Amazon Smart Plug works with Alexa to add voice control to any outlet. Certified for Humans - Struggle-free, tinker-free, stress-free. No patience needed—it's actually simple. Schedule lights, fans, and appliances to turn on and off automatically, or control them remotely when you’re away. Simple to set up and use—plug",,outlet|plug|smart plug,alexa|home automation|smart|voice control,features|title,,,,
5ee8bdf5306652a0,eligible,B076VRH9WP,smart_plug,Electronics,high,single_device_type,"Smart Power Strip, Wifi Surge Protector, Voice Control with Alexa & Google Home, 4 AC Outlets 4 USB Port with 6-Foot Cord, App Control Appliances, Individual Control, Timing Schedule, No Hub Required",Home Audio & Theater,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"ALEXA & GOOGLE ASSISTANT COMPATIBLE-This smart power strip support voice control (Alexa device and Google Home Assistant device sold separately) 4 AC OUTLETS + 4 USB PORTS-Equipped with 4 outlets and 4 USB charging port for travel, home or office, provide a convenient power supply for home appliances such as fan, water",,outlet|power strip|smart outlet,alexa|app control|app controlled|google home|smart|voice control|wi fi|wifi,features|title,,,,
c12702f4db344526,eligible,B072J33MJH,smart_plug,Electronics,high,single_device_type,"LITEdge Smart Power Strip, Wi-Fi Accessible 3 AC Outlets 2 USB Ports, Compatible with Alexa, No Hub Needed, Control with App on Phone, Surge Protected",Tools & Home Improvement,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"DISTANCE ACCESS WITH APP: With the LITEdge power strip, you can control your lights and other electronics that’s connected to it with just a simple tap on the Smart Life or LITEdge App in your smartphone even when you’re on the other side of the world 2 USB ports + 3 AC outlets: Ideal for your daily essential electroni",,outlet|power strip,alexa|smart|voice control|wi fi,features|title,,,,
328b337c4b431818,eligible,B00I1JAP7K,smart_plug,Electronics,high,single_device_type,Home8 Oplink Connected WPS1201 Wi-Fi Smart Plug (White),Camera & Photo,Electronics Security & Surveillance Surveillance Video Equipment Surveillance DVR Kits,Works with all uplink security or Home8 systems Turn on/turn off capability from your smartphone Plug and play installation - no configuration! Surge protected outlet Manual on/off button,Use this device to automate any on/off appliaces like floor lamps TV's or fans The power is in your hands Works with all Home8 systems Self-configuration and easy installation Control on/off function of electronic devices from your Smartphone Surge-protected outlet Manual on/off button,outlet|plug|smart plug,smart|wi fi,description|features|title,,,,
cd75aca0782fdde1,eligible,B0BPWCWNTN,smart_plug,Electronics,high,single_device_type,"GHome Smart Smart Power Strip, 3 USB Ports and 3 Individually Controlled Smart Outlets, WiFi Surge Protector, Smart Home Office Cruise Ship Travel Multi-Plug Extender Flat Plug, 10A, Black (WP9-BK)",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,Smart Upgrade for Christmas Lights - WiFi power strip works with Amazon Alexa and Google Assistant. Control each outlet individually by voice or remotely. You can define a name for each socket and use it separately. No Hub Required. Control from Anywhere- Download the free app that controls the Alexa power strip. You c,Specifications for the smart power strip 1) Wi-Fi Requirement: 2.4GHz 2) Working Temp: -10 ~ 40 ℃ 3) Rated Voltage: 100 - 120V 4) Rated Current: 10A Max AC 5) Frequency: 50/60Hz 6) Max power: 1200W/120V,outlet|plug|power strip|smart outlet|socket,alexa|smart|wi fi|wifi,description|features|title,,,,
af36446fcc742f2b,eligible,B083ZKWD1R,smart_plug,Electronics,high,single_device_type,"eco4life Wireless Smart Power Strip with Surge Protection, Compatible with Alexa, Google Home and Siri, no Hub Required, Controlled by eco4life app(4 Outlets, 4 USB Ports)",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"Expand your power, This eco4life 4 outlet surge protector with 6-foot cord provides power for your home and office electronics Protection, ETL safety certified ensure the safety of your electronics with the 800 Joules protection rating and integrated circuit breaker Even you are not at home, you can control your wifi p",,outlet|power strip,alexa|google home|smart|wi fi|wifi,features|title,,,,
35f5a5a361ef70bc,eligible,B0BTHGCS1D,smart_plug,Electronics,high,single_device_type,"Smart Plug for Alexa Devices, Smart Outlet Bluetooth Mesh, Simple Set Up, Voice and Alexa App Remote Control, ETL & FCC Certified, 4 Pack",Tools & Home Improvement,Amazon Devices & Accessories Amazon Devices Smart Home Security & Lighting Smart Plugs,"Voice Control with Alexa Echo: It allows you to control our smart plug through voice commands with Alexa Echo. Note: our smart plug works with Alexa only, it compatible with Alexa devices: Echo 2nd Gen, Echo 3rd Gen, Echo 4th Gen, Echo Dot 2nd Gen, Echo Dot 3rd Gen, Echo Dot 4th Gen, Echo Dot 5th Gen, Echo Plus 1st Gen",,outlet|plug|smart outlet|smart plug,alexa|app control|bluetooth mesh|smart|voice control|wi fi|wifi,categories|features|title,,,,
168585a9419bf0da,eligible,B082XLQ5LD,smart_plug,Electronics,high,single_device_type,"XODO WP1 Smart Plug 2 Pack WiFi Smart Outlet, 10A Max Load - WiFi Smart Plugs No Hub Required, Voice Control, Schedule & Timer - Compatible with Alexa, Google Home Assistant - ETL & FCC Certified",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"✔Control The Smart Plug - You can view in your Xodo app if the device is on or off, giving you notification that if you should ever need to turn something off if you left it on, the Smart plug allows you to do so even when you are away from home. Manage Fans, Lamps, and other small electronics conveniently from your sm",,outlet|plug|smart outlet|smart plug,alexa|google home|smart|voice control|wifi,features|title,,,,
d64f4dd735fe4234,eligible,B07H4GW37H,smart_plug,Electronics,high,single_device_type,"iHome ISP6X Wi-Fi Smart Plug, Use Your Voice To Control Connected Devices, Compatible with Alexa, Google Assistant & HomeKit Enabled Smart Speakers, 2 Pack",Tools & Home Improvement,Electronics Security & Surveillance Home Security Systems,"Works with Alexa for voice control (Alexa device sold separately) Broadest smart home platform support, compatible with – Amazon Alexa, Google assistant, Apple home kit, IFTTT, SmartThings, Nest, wink Wi-Fi enabled wall plug lets you control small appliances using 1800 watts or under, great for controlling lights, wind","Smart plug lets you control any connected device from home or remotely: turn off the heat, turn on a light-it's all at your fingertips. Home kit system from apple makes control of Compliant devices simple and standardized. Control plugs with siri individually or as a group. Works with and Nest ""home"" and ""away"" status,",outlet|plug|smart plug,alexa|homekit|ifttt|smart|smartthings|voice control|wi fi,description|features|title,,,,
fabec1fb78b97f1d,eligible,B07RQNFL7R,smart_plug,Electronics,high,single_device_type,"POWRUI AHR-081, Smart Power Strip WiFi Surge Protector, Work with Alexa, Google Home, 1 Pack, Black",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"Multi-Function Smart Power Strip: 4 USB charging ports (total output DC 5V/4.8A 24W), 3 smart plug with built-in surge protector 540 Joules, the 3 AC outlets works with Alexa Google Assistant for Voice Control, Remote Control Your Home appliances from Anywhere, NOTE: the USB ports will be on once the outlet is plugged ",,outlet|plug|power strip|smart plug,alexa|app control|google home|smart|voice control|wifi,features|title,,,,
104904a3f12cc9bc,eligible,B08KDKN1QV,smart_plug,Electronics,high,single_device_type,"LITEdge Smart Power Strip, Distance Access, 5.6ft Cable Length, Wi-Fi Accessible 3 AC Outlets 2 USB Ports, Control with App on Phone, Surge Protected, Compatible with Alexa",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"More Power to You: With built-in surge protection, this smart power strip is perfect for powering smartphones, tablets, crockpots, fans, and so much more Smarter Home: Compatible with Amazon Alexa, pairing this power strip is super easy, letting you enjoy voice control faster Control From Anywhere: The LITEdge smart po",,power strip,alexa|smart|voice control|wi fi,features|title,,,,
c194575fca0b7a24,eligible,B0C276VVG5,smart_plug,Electronics,high,single_device_type,"Smart Power Strip, Smart Plug Surge Protector with 4 Individually Controlled AC Outlets and 4 USB Ports, 5Feet Extension Cord, App/Remote/Voice Control, Works with Alexa and Google Home, White, 10A",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,⭐【4 AC outlets 4 USB ports】- Smart power strip with 4 Individually Controlled AC outlets and 4 USB ports supported for 8 appliances simultaneously(NOTE: the 4 Outlet can be controlled individual;4 USB ports are controlled as one unit). Surge protectors protect sensitive electronic equipment and electrical appliances fr,,outlet|plug|power strip|smart plug,alexa|google home|smart|voice control|wi fi,features|title,,,,
1913f2d4f1a93a36,eligible,B00ZUCZDPU,smart_plug,Electronics,high,single_device_type,Edimax Wi-Fi Smart Plug with Energy Management (SP-2101W),,Electronics High-Tech Stocking Stuffers,Turn electronic devices On & Off from anywhere. Ideal for lamps and space heaters Monitor and control energy usage and costs via EdiLife App works with US Plug Type Set On / Off Schedules with EdiLife App with US Plug Type Control & Switch electronic devices over Wi-Fi or mobile internet from anywhere Real time power d,,plug|smart plug,smart|wi fi,features|title,,,,
adae320b0e4e9551,eligible,B09P58VK93,smart_plug,Electronics,high,single_device_type,"Smart Plug Power Strip, WISEBOT USB Surge Protector with 3 Individually Controlled Smart Outlets and 3 USB Ports, Works with Alexa Google Home, WiFi Timer Plug Extender for Travel, UL, 2.4G WiFi Only",,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"APP Remote Control for Christmas Lights: Download our free APP if you need. You can control home devices plug in the smart power strip at any time anywhere. Note: Only support 2.4GHz WiFi, NOT 5GHz. Smart extension cord length 4ft. Smart Voice Control: Remotely control your wifi power strip and use voice commands with ",,plug|power strip|smart plug,alexa|google home|smart|voice control|wifi,features|title,,,,
fc37ce5e784e180f,eligible,B076B22JVD,smart_plug,Electronics,high,single_device_type,"TP-Link Wireless Smart Plug, HS100",All Electronics,Electronics Security & Surveillance,TP-Link HS100 N150 Wireless Smart Plug 150Mbps 2.4GHz Wall Mount Retail,Smart plug - wireless - 802.11b/g/n - 2.4 Ghz,plug|smart plug,smart,description|features|title,,,,
bb7a778051f49658,eligible,B00M5FKN0U,smart_plug,Electronics,high,single_device_type,“Discontinued by Manufacturer” D-Link Wi-Fi Smart Plug In Wall (DSP-W110),Computers,Electronics Computers & Accessories Networking Products Routers,"Service for this device has ended as of 12/31/2022 All services - including, but not limited to remote viewing, management and setup will no longer function Service for this device has ended as of 12/31/2022 All services - including, but not limited to remote viewing, management and setup will no longer function Servic","Product Description The mydlink Wi-Fi Smart Plug (DSP-W110) is a compact and easy-to-use device that allows you to monitor and control your home’s electronic devices from anywhere. Use the free mydlink Home app to turn devices on or off, create on/off schedules and enable push alert notifications when a device has been",plug|smart plug,smart|wi fi,description|title,,,,
11af9fd5d1f6af63,eligible,B07CXV3JH8,smart_plug,Electronics,high,single_device_type,"LINGANZH Smart Power Strip Surge Protector WiFi Extension Socket, Compatible with Amazon Alexa and Google Home, Smartphone App Control Appliances, Individual Control, Timing Schedule, No Hub Required",All Electronics,,"【Voice Control】Voice control your home appliances with the smart power strip by simply giving voice commands to Amazon Alexa or Google Assistant. No Hub Required, first alexa power strip need to connect to the phone app and rename before you connected it to Alexa or Google Home. 【Remote Control】Once this smart power st",,outlet|power strip|socket,alexa|app control|google home|smart|tuya|voice control|wi fi|wifi,features|title,,,,
93b3dcfbafb991df,eligible,B0725Y79JP,smart_plug,Electronics,high,single_device_type,"Xenon Smart Power Strip, WiFi Surge Protector,Works with Alexa/Google Home，4AC and 4USB, Remote Control via Smart Phone, Individual Control, Timing Schedule, No Hub Required, White",Tools & Home Improvement,Electronics Accessories & Supplies Power Strips & Surge Protectors Surge Protectors,"★Voice or Remote Control★: smart power strip works with Amazon Alexa/ Google assistant; Remote control from everywhere ; Easy to install and use, Share with your family and they can also enjoy controlling home appliances. ★Independent Control★: 4 wifi smart plugs can control independently or together, and 4 USB ports a",,outlet|power strip|socket,alexa|app control|google home|smart|wi fi|wifi,features|title,,,,
0373e2a97fb149dd,eligible,B07BRMH63V,smart_plug,Electronics,high,resolved_by_explicit_exclusion,"Edimax Access Point SP-2101W V2 Smart Plug Switch Intelligent Home Energy Management Retail, Real Time Power Data and History with Daily, Weekly & Monthly Stats, Switch On & Off",Computers,Electronics Computers & Accessories Networking Products,"Real time Power data and history with daily, weekly & monthly stats. Automated power usage reports & email alerts. Quick setup using a smart phone/tablet. Automatic budget control feature. Manual or scheduled controls. Switch on & off via iPhone, iPad & Android devices. Build an intelligent, connected home with Smart p","The Edimax Smart plug switch with power meter Connects people to their homes, and the things they use every day. Designed to make homes more dynamic, functional and work better for modern Lifestyles, Smart plug products give users intelligent control over all of their home electronics. The smart plug switch with power ",plug|smart plug|socket|switch,connected home|smart,description|features|title,smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:wrong_product:access point,,,
